,0
244,"@ThomasWictor @karengeier Apparently TRUMP is the only Guy ""Upping His Game"" since 2016

#Sad. https://t.co/a1hbALC6ZQ"
245,Tomorrow is the day of go to other home. When I will come back ? It is the sad thing that I can not meet Rony. ;(((… https://t.co/r1XjrXll2P
246,I just met someone in their fifties who has never had mac and cheese.....😭😭😭😭😭 How is this possible? #pdx… https://t.co/qh5uuiiJB5
247,#Excerpt from an older #pnr #wip of mine. Today’s been a heck of a day 😞 so I wanted to share something I’d enjoyed… https://t.co/w5jh00fkgA
248,Wow! @latimes has reached a new low! This is a tacky opinion piece at best. #sad https://t.co/ADMArO24RU
249,Yesterday I got a nosebleed.  Some kid fell on me when I was underwater (I was swimming). Had so much fun  totally… https://t.co/x6rw4JPjzn
250," @Msdmurph: The bots and all 6 of their followers don't like my tweets today. #sad 
#BoycottTheNRA"
251,How many people believed this kid? #Sad https://t.co/iRRXlV9ih8
252,@candicekas @NFL @RamsNFL While one team has Super Bowl aspirations Dean and the #Dolts are begging for handouts a… https://t.co/4UtmCG4pCI
253,@realDonaldTrump @CNN @TuckerCarlson I HEAR YOU!!! #sad #treasonweasel
254,"Actress #NanetteFabray dead...d-e-d...dead at 97. 
#sad https://t.co/Osm6qYYTBC"
255,@VICE @NRA #FrankLutz what a bunch of ignorant people you were stuck interviewing #SAD we are DOOMED
256, @e3fil: ‘Im Gone And Lost’ by @e3fil on #SoundCloud? #sad #chill #chillout #wave #vibes #goodvibes #plus #newmusic #soundcloud #itunes #…
257," @Ldrtchbrd: It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
258,@StephenKing You should write about an opinionated old irrelevant fucktard in your next book. Man I used to like you King. #SAD
259,.@DonaldTrump CPAC speech is a reminder that he’s not really in charge of his White House https://t.co/MJQ8SzOntS… https://t.co/KestwXppJi
260,"Only way some ppl going to respect it  is aggression being an a complete ass or violence.. It's the 🇺🇸🇺🇸🇺🇸 way... 
#sad"
261,Not surprised! #sad  https://t.co/2WY99ZR4OA
262, @WarVeteranUSMC: I don’t ever want to walk around AMERICA like this. #Sad 😔 https://t.co/tWxGTLWuBf
263,Brewers fans think they’re winning the NLC bc they beat the Cubs in spring training by 1 run when only 2 regular ma… https://t.co/QvWd0ZMdqJ
264,@cnnbrk @CBSNews @NBCNews @SNLUpdate I love what a Oarkland FL school survivor just stated about #BadPresident   “.… https://t.co/EC0S7q3AYp
265,When your husband eats all the chocolate chips and you can’t make yourself the 12 chocolate chip cookies you want t… https://t.co/GRKqPbfzqI
266," @M8Shit: I think the world would be a better place if people were honest with themselves
#sad"
267,@BBT Time to switch.. was thinking of transitioning before but thank you for making my decision easy ✌🏽#Sad
268,This change of motto is one of the clearest indicators of how far we've fallen since #drumpf took office. #sad https://t.co/qpCT1Cx8Ya
269,"Avoid seeing that ""sad dog"" look. In honor of International Dog Biscuit Day give your dog a bone. @RealtorRobyn1 R… https://t.co/wSYWyrNEvo"
270,@BBCkatyaadler ohhh well I think @eucopresident is right.  It is easy to agree when you want to #Chrerrypick.  #Sad reporter ;-)
271,@realDonaldTrump your comments today at C-PAC regarding cancer-stricken American hero John McCain are just the late… https://t.co/7Feve7ZrGF
272," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
273,The conclusion I (as a mum of two boys aged 9 and 14) come to after reading this apart from the fact that he's thi… https://t.co/n5SIf0AsX1
274,@seanmdav @DLoesch I believe that bald head chick is a #CrisisActors. Paid by @CNN #sad
275,@realDonaldTrump @WhiteHouse You’re the only president I know who needs Cliff’s Notes to be a feeling person. Even… https://t.co/1lc0ODRxB5
276,@TomNamako @NYCNavid This ladies and gentlemen is the president of the United States #sad
277,How DNA Proved Wild Horses No Longer Exist - National Geographic #sad https://t.co/LVJ2G05tnY
278, @annoyed_getting: #BoycottNRA is trending just shows that #Liberals have no idea what the @NRA actually is.... #sad #IStandWithTheNRA
279," @Ldrtchbrd: It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
280,I'm getting cought up on This Is Us and I've been crying for over an hour #tv #ThisIsUs #crying #OMG #sad #😭 #love
281," @badmovieman: @TheTweetwit The lying President lies again about his previous lies!
#FailingBrain #SAD https://t.co/7bZTRbXPmD"
282," @badmovieman: @TheTweetwit The lying President lies again about his previous lies!
#FailingBrain #SAD https://t.co/7bZTRbXPmD"
283,@StandUpAmerica Welcome new member of the #IQbelow100 club. #Sad
284," @badmovieman: @TheTweetwit The lying President lies again about his previous lies!
#FailingBrain #SAD https://t.co/7bZTRbXPmD"
285,How to Beat the Winter Blues. Feeling #sad? The winter blues won't get you down this year-check out these tips for… https://t.co/jdcubhFqdM
286,I told my coworkers the real reason I changed my availability for next sunday (the Oscars duh) and I immediately re… https://t.co/TnfeI9xZxo
287, @annoyed_getting: #BoycottNRA is trending just shows that #Liberals have no idea what the @NRA actually is.... #sad #IStandWithTheNRA
288," @badmovieman: @TheTweetwit The lying President lies again about his previous lies!
#FailingBrain #SAD https://t.co/7bZTRbXPmD"
289,@kumailn But think of all the extra costs for action-movie composers. You can't keep using the same Hans Zimmer-rip… https://t.co/Vi6UyPHIJw
290,@GregAbbott_TX @VP @SecondLady Yeeeeeaaaaahhhhh I have complete confidence that absolutely nothing will change. #SAD #WEDESERVEBETTER
291,I don’t ever want to walk around AMERICA like this. #Sad 😔 https://t.co/tWxGTLWuBf
292,@RealSaavedra @AmyKremer Amy you just hit a low retweeting this. You are so much better than this.... at least I th… https://t.co/CGAM8DorVt
293, @JeffyMRA: It's gettin so you can't even strip naked and fire a gun into the air... #sad https://t.co/A4T0SI3391
294, @hiz_fault: you don’t understand depression until you can’t stand your presence in an empty room 💔 #suicide #sad #depression #suicidal #…
295,@DLHay @gregg9hess @RealSaavedra Nothing quite so sad (and funny) as a second amendment purist whose understanding… https://t.co/Z50aKlkUMd
296,"@gametheorytoday I would love to read what you have posted but I am still ""pending"". #sad"
297,#BoycottNRA is trending just shows that #Liberals have no idea what the @NRA actually is.... #sad #IStandWithTheNRA
298,"#Trump is like a guy with a can of gas asking for directions to the closest fire. 
#sad https://t.co/er8bbUBOmL"
299, @JeffyMRA: It's gettin so you can't even strip naked and fire a gun into the air... #sad https://t.co/A4T0SI3391
300,@tramowl @paul_woodcraft @POCX100 Yes however illogical fantastical and un-informed their beliefs in a heavenly K… https://t.co/XhR51zlXaC
301,It's gettin so you can't even strip naked and fire a gun into the air... #sad https://t.co/A4T0SI3391
302,@thehill But they have no time to debate whether to continue to allow assault rifles to be bought by teenagers. #sad
303," @hiz_fault: -i’ve been sad for years you cannot tell me it’s gonna get better😕
——————————————————
#suicide #sad #depression #suicidal #d…"
304,This generation has the world around their little fingers! #softies #GENERATIONS #allipad #noparents #participationtrophies #sad
305,"I think we all knew that this was a ""phased breakup"" #sad https://t.co/gY8jZeIRkN"
306,@davidcolburn @Kaplan4Oakland Without term limits local government in oakland will always be all talk and no action. #sad
307," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
308,@carseatheadrest I would take your advice but you ain't coming to my country #sad
309," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
310,"The bots and all 6 of their followers don't like my tweets today. #sad 
#BoycottTheNRA"
311,@Me75960193 @jaketapper Ahh...you’re a sensitive liddle snowflake #sad
312,At the #WizHornets game... one of VERY few. Like no ones here. #sad Go wiz! https://t.co/aJQ9qhTtZx
313,"What I want to know is how the fuck did Scott Peterson get off death row?
#softoncrime #Sad"
314,@realDonaldTrump  We got this. Try again. You are so out of contact with the people YOU are supposed to SERVE.… https://t.co/cm2HRkl5zz
315,@SuitsTVF @Suits_USA #sad #suits I loved both of their characters. @halfadams and @TeamMeghanM were amazing. Where… https://t.co/pbHOlAYCr4
316, @Odiethedog1978: No pie? Awwwww. #sad #pie #dumb #pieless #dogsoftwitter https://t.co/TbRaIL8plY
317,"New embroidery design
Bunny Mi with elephant handbag machine embroidery design #girl #toy #elephant #hat #cute… https://t.co/H5ksH1YurY"
318, @LuisMor29172786: My favorite band @TDCinemaClub is selling some of their equipment! I was reeeaaally hoping I w… https://t.co/m8g98Wco4G
319,Why isn't the press and network TV allowed in Seema? Trump allows you in. #Sad https://t.co/F8FIza1IWB
320, @baddgrl_: @exjon @steph93065 The way today's going there are a whole bunch of companies who don't want your money! #sad
321,Our wonderful #ProBaseballPlayers honoring #SDStudents and #SDSchool by wearing #SDBallCaps...too bad our @POTUS co… https://t.co/GZE8GzA0mY
322,"@portiaclarkcbc Just heard @jkenney dig at @justintrudeau.  I question his understanding of the definition of ""raising the bar"". #sad #ableg"
323,.@realDonaldTrump there was a gym teacher at a school here in London Grange Hill who's nickname was Bullet Baxter… https://t.co/xT3HizzQ89
324,@TruthinGov2016 @TheCheefReport Deeper than we thought huh.......#SICK #SAD
325," @AlittleBumpNRun: The #NRA is like ISIS brainwashed and beholden to a distorted view of religion and country

#Sad #Parkland #BanTheAR-…"
326,after further analysis it is true that @pizzahut does not give you extra cheese when you pay for it. #sad #OverwatchLeague
327,#RIP #FavoriteScarf #NotMyDay #fml #sad 😢 This was outsude the car… https://t.co/1JsmXlS1qK
328,@mmfa Oh boy what a scoop by fake news @FoxNews and @seanhannity. Any nut job is welcome at Faux news. #SAD
329,@realDonaldTrump What they all turned down the job? I know a few people who fit the bill if you need some references. #lemmeno #sad
330,@jim__whitt @JensonButtonDog @Dan55645 @8bitforever @RyanWalis @themorganrpt @CDPbestDB @MichaelSkolnik… https://t.co/Cvyz8PTryv
331,@IngrahamAngle has sank so low #Sad https://t.co/UNVIjhRaGn
332,@KatieQLowes #sad we will miss @ScandalABC
333,"@BestyDeVos @tina_boll Betsy DeVos aside
someone thinks these are attractive...
#Sad."
334,@MlCKEYMlNACH and I thought society as a whole had taken steps towards abolishing racism #smh #sad
335," @Ldrtchbrd: It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
336," @Ldrtchbrd: It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
337,@realDonaldTrump by giving them guns is Us acting on the defensive because the offensive is doing the shooting in t… https://t.co/zAjBx6EZhE
338,@exjon @steph93065 The way today's going there are a whole bunch of companies who don't want your money! #sad
339,@NBCOlympics @TeamShuster @Shoostie2010 @usacurl @TeamUSA Gonna have to DVR this #sad can’t watch it live @NBCSN… https://t.co/vY4hCvzSw0
340,Land Before Time - such a classic #landbeforetime #dino #dinosaurs #animation #movie #beautiful #greatfilm #classic… https://t.co/sHEpbzL3Lu
341,the world is so #sad
342,@AstuteArmadillo @Ike_Saul Astute doesn't realize he/she/it is looked upon as nothing but a joke. #Sad #Andkindapathetictoo
343,@realDonaldTrump - for someone who wanted to #DraintheSwamp - you better start now. You have a cesspool of criminal… https://t.co/WjjClOs0qA
344,@AlanAshton10 @Boramir @TexasCruzer Reminder Ted called me a snowflake. Think about that. My elected representativ… https://t.co/7zWTl3B3dg
345,When the dog is waiting for permission to come sir next to you. #Sad https://t.co/bpOCXZrIMj
346,Here's the back cover of my book if wanted to know what my book was about again have no idea if it's still for sa… https://t.co/EhoOdaKMYM
347,@zacklightsey @plavender27 @mrdrleland @debhpg81 And yet the “bot” got double the likes your comment did. Hmmm sad… https://t.co/3Le7mzMpCB
348,@BillOReilly @glennbeck No there is a crisis because #POTUS obtains his talking points from #foxnews and the #NRA… https://t.co/0Q5VF3pBkG
349,@CAA_Official I can't think of any chart artist that is amazing lol music is subjective mind - but like society th… https://t.co/6rsNzf74u3
350,@LaurieRoberts @SteveMontenegro @azcentral @stevemontenegro's wife is who was hurt by this and his family that is #sad
351,@realDonaldTrump: For someone who constantly tries to present as a strong man how pathetic and weak that you canno… https://t.co/YrECiTplGq
352,It's awkward for me to see the the subjects that are trending on Twitter I have no idea how to talk about them nor… https://t.co/x8YLf2urbf
353,Thnx @Olympics. @MikePenceVP ruined the positive energy and excitement 4 opening ceremony now @IvankaTrump is ruin… https://t.co/AsBiFxUgCZ
354,@youre_the_rhoda @dddustinD @DavesBigWife @Golfinggary5221 As a Christian my help cometh from the Lord. It's evil/w… https://t.co/aIeI7535A0
355,@realDonaldTrump Ain’t that the truth. #sad
356,"When tragedies become politicized it shows that we advocate for the agenda at hand rather than the tragedy. 

#Sad #DontBeFooled"
357,@FoxNews @FBI really what was your team thinking #sad
358,Waited patiently ALL week and saved all my calories for my @torchystacos queso obsession and gasp! Who’s idea was i… https://t.co/DGPu4IE1Mj
359,"It's not an increase in mental illness either. #sad #ItsTheGunsStupid 
#GunControlNow https://t.co/IzJufCKixU"
360," @hiz_fault: -i’ve been sad for years you cannot tell me it’s gonna get better😕
——————————————————
#suicide #sad #depression #suicidal #d…"
361,@keith69_yepitme @davidhogg111 So... that proves your an American terrorist? Hmm.. #sad
362,So so good. And #Sad. https://t.co/FvB5U1i5yA
363,When you go to Ulta but know you can’t afford anything. #sad
364,@Watchdogsniffer LOL he is actually complaining about free speech. #erictrumpisdump. He is the unintelligent one fr… https://t.co/vlnfFCvWLS
365, @teestark: @essenviews @DUMPTRUMPTHEASS He doesn’t realize how ridiculous that sounds. #sad
366,Weird @ScottJIsrael @browardsheriff time to get your shit together! At least we know who to truly blame! How would… https://t.co/4jFl4h60uU
367,My favorite band @TDCinemaClub is selling some of their equipment! I was reeeaaally hoping I would see @SamTDCC Sig… https://t.co/sjDyWO1zxU
368," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
369,"WTF? @realDonaldTrump 
No freaking shoutout to AquaNet Hair Spray? For the 
bigly gallons it took to keep 
that com… https://t.co/J2uozqz2WZ"
370, @byebyedrumph: @VP @realDonaldTrump is unfit to lead and so are you.  You are a puppet and a pathetically weak man.  #sad!
371,"The fucking hilarious thing is..... I'm only tweeting from this account.

@JillMansfield4 is on one of her alcohol… https://t.co/H5of2YCYzm"
372,@realDonaldTrump I can think of 100000000 more people. But that is not a compliment to America. #Sad
373,Workin our and plannin how bad ima eat tomorrow for my cheat day 😂 #sad
374,Reach out before you do anything you'll regret. Come talk to some people who are sure to understand what you're goi… https://t.co/nB1BJu6NCf
375,@CNNPolitics So much winning!  Only the best and brightest right @realDonaldTrump #sad
376, @DezDuron: I bought a lock last winter and can’t remember the combination this winter #Sad
377,@RIBCAGESTEAK @CrusadesHistory The fact you are linking these assault rifles to armed conflicts strengthens my argu… https://t.co/qJdTxhgZzX
378,@lizzwinstead When trump says clean He speaks as though the coal is literally cleaned. And big beautiful towels wer… https://t.co/wv0EvOARg9
379,Don’t know why I spend 10 minutes doing this 😂 I’m of to bed night all #sad #follo4folloback #folloback #folloMe… https://t.co/6Ka5EQq1RS
380,By the way @JillMansfield4 as you get drunker and angrier your spelling and grammar become worse. It's Mont Blanc d… https://t.co/mE32WRPapo
381, @teestark: @essenviews @DUMPTRUMPTHEASS He doesn’t realize how ridiculous that sounds. #sad
382,I was just getting my forth level and #mnf bugs. #sad
383,@ronandoyle1 I won't reply to the tweet you tagged me in! Fuck sake what is wrong with some people #weird #freak #notfrontpagenews #sad
384,#sad #realDonaldTrump #faketweets: Thank you to the great men and women of the United States SecretService for a job well done! #cnn
385,How does it feel when someone from your distant past passes away? I just found out today someone I was close with… https://t.co/PbGST1GZ5s
386,@essenviews @DUMPTRUMPTHEASS He doesn’t realize how ridiculous that sounds. #sad
387,Fairly pitiful showing for opening day. Might want to sell those seats to softball fans in the future. @AlabamaSB… https://t.co/nRfQq1qHFR
388,@OddworldInc @LimitedRunGames Sold out the second I clicked add to cart. Feels bad man. Such a good price. Now i'll… https://t.co/VaY9FVozzp
389," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
390,@arielesgunk @BuzzFeedNews LOL most likely true. #sad #realdonaldtrump
391," @edgeofreasons: @bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/…"
392,@VP @realDonaldTrump is unfit to lead and so are you.  You are a puppet and a pathetically weak man.  #sad!
393,@RealDryHeat115 @GmanFan45 @JDsMindcrime @Zola1611 @MAGAGwen @jerseygirl2you @DanCovfefe1 @MAGARoseTaylor… https://t.co/S9pDYxAA2y
394,Wow #Dothep kicked my fucking arse this morning.I increased my #dose last nightfor the first time in ages-and fuc… https://t.co/IJnKXrgqsy
395," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
396,I bought a lock last winter and can’t remember the combination this winter #Sad
397,"@bchapman151 Q called this the day of shooting.  #sad #Qanon #MAGA
Clinton clan involved along with Obama? https://t.co/EibscWTcV5"
398,#Lyft Least responsive customer service ever.  Completely ignore you. #sad
399,@DonnaWR8 @realDonaldTrump @Scavino45 @SecretService You are right you are quite a humorist. #sad
400,@davereaboi Typical Florida Sheriff's department #sad
401,"This has NOTHING to do with ""honoring the #military"" - THEY DON'T WANT IT B/C WE'RE STILL AT WAR - IT IS ALWAYS ABO… https://t.co/a6Bhh2JOTP"
402,“It was a tremendous day and to a large extent because of what I witnessed we may do something like that on July… https://t.co/057yatFDx4
403,THEY FREAKING BETTER BE CHARGED!!! 😠😠😠😡😡😡 THEY SHOULD SIT IN JAIL FOR A VERY LONG TIME IF NOT FOR THE REST OF THEIR… https://t.co/eFRv7bCxtL
404,I'd actually do so well on this LMAO #sad https://t.co/jrACUlQydM
405,@surfboarddogson Poor John osbourne his son has MS his youngest daughter is such a slut his wife is the only one… https://t.co/Pq9U8gm3iS
406,"@FoxNews @GovAbbott @TeamCavuto Oh!! I forgot Europe doesn't have any of those things... must be that then...

Wait… https://t.co/OmA4D2S2HY"
407,@realDonaldTrump You don’t even know the lyrics to our national anthem #Sad
408,@Orangeblood2012 It is pretty crazy. To see what 6A brings in all sports is straight up college level. Told my 8th… https://t.co/j0oihA9IuQ
409,@MatthewFairburn @JoeBuscaglia nope. Double standard on swearing! #SAD
410,@troymartin @Coach_Bushey And here I was thinking that you would be headed south to surprise me tomorrow #sad #GoBonnies
411,Unbelievably delusional. #sad https://t.co/pUzRQGrslh
412,#sad #realDonaldTrump #faketweets:  realDonaldTrump: Thank you to the great men and women of the United States Se… https://t.co/mpPA6jzjmJ
413,"@realDonaldTrump Hello 👋🏽 🤣 
Apparently you’re the #Retard running America now.  #Sad .
From what I can gather you… https://t.co/reloxzOdpf"
414,These nicorey groups @coreybrooks34 & @nicole_franzel coco fb groups are are filled with middle age women who have… https://t.co/TeVh8AUTSH
415,@lauren_hoggs @FLOTUS @DonaldJTrumpJr .@DonaldJTrumpJr is a piece of shit...which gives pieces of shit a bad name. #Sad
416,@sweatersage @voldemor1988 @SJBSchu @nycsouthpaw Wow. This is honestly the dumbest ideas I've heard and trump is th… https://t.co/NRdOaiNUFw
417,Grow up and stick to facts. Unfortunately I know that's hard for you and your readers. #sad https://t.co/MsJLtjQiPf
418,@MrMelGlibson @williamlegate @wolfejosh Omergerd you've grown silent over the past hour. #sad
419,@VenturianTale So sad #sad
420,"i jus wanna tell my lil sis we made it
#sad #Trending #NewMusicFriday"
421,@WhiteHouse Hopefully he won’t be too tired from his rich diet of soda and cheeseburgers #fatbastad #fakepresident… https://t.co/Ot60eHDBft
422,@DjShannrock @Hugeshow I cannot like this enough... #hack #sad
423,"I will never love a man again smh 🤦🏾‍♀️ 
#heartbreak #sad #hatelife #nolove #fucklove"
424,"I am so sick and tired of this world
#sad #fedup https://t.co/UngBFTpbjB"
425,"@Brasilmagic Ha!...Dat's a good run!...#Kingdonaldtinyhands aka #DraftDodgerDon would be thinkin...""Exit stage left… https://t.co/UoDvgqCP6H"
426,@shaneseely @RoyBlunt I got $20 exta too. Per month. #sad
427,Why we must #boycottnra. @realDonaldTrump @HouseGOP @SenateGOP @SenJohnMcCain @WhiteHouse @NRA #America @FoxNews… https://t.co/FuyW28Hxcu
428,@jerradhall @benshapiro Perhaps you can rent a pick up truck with deer antlers hanging in the cab...and put picture… https://t.co/MhO45Q2zPP
429,@wmmII88 @realDonaldTrump Republicans can only meme Russian propaganda... not an intellectual researched thought among them #Sad
430,@PattyArquette As long as your able to adopt you should be able to?My jesus loves everyone no matter who you choose… https://t.co/9kYPJxKbob
431,@Mir_Nohti @realDonaldTrump @POTUS Conspiracy theorists. Probably the same ppl who are bullying Lauren on Twitter now.  #Sad
432,"@IngrahamAngle Not Hillary Clinton!!!! She slayed the half witted republican congress about the Benghazi ""scandal"".… https://t.co/DOpVCC0c24"
433,23:30 je me dois d'aller dormir avant les #sad nigga hours before i get #sad GOOD NIGHT #say #it #back https://t.co/8MNLlaXjcW
434,@jarue369 As a side note this makes me wonder how people claim they stand for the Dreamers when the warrantless k… https://t.co/3c01PvrF0n
435,I cannot say it any better than @SteveSchmidtSES .  Remember even if USCIS does not that ALL of US--We are a Nati… https://t.co/pK3tJi7Uze
436,Threatening to give a negative reference to a future employer about a loyal employee of three years bc a better opp… https://t.co/9HBAlSL9nz
437,@JBucknoff And let’s remember that FOUR professionally trained and armed SHERIFF DEPUTIES were too chicken to go in… https://t.co/MmgekR6Zmq
438,Really sad to hear @chocoTacogames is out today with a light case of Toxoplasmosis - explains his erratic behavior.… https://t.co/Th1DAoPyHy
439,it's easier to enable workspaces on windows 10 than on ubuntu 17.10 ... #sad #ubuntu
440,Zola Jesus and Alice Glass are doing a set of shows together and coming nowhere near me. #sad
441,"Lmfao 😂😂😂. The US with @realDonaldTrump aka #FakePOTUS
aka #DavidDennison
aka #PutinPuppet
aka #WhiteSupremacist
h… https://t.co/fUoCJDHiA8"
442,@jonkennaugh @Manners7SE @DPJHodges @MichaelDugher @DerbyChrisW That's nonsense. Even if he had screwed up over Gre… https://t.co/QuP3b22aBI
443,@enterprisecares @MamaBear64 #sad another victim of PC #pckills
444,@salishsea86 @bmiles2000 @Einecolabitte @SantyG07xd @Lkphurteau @AdamDJulian1970 @toddstarnes I'm only here to drop… https://t.co/KDslt2ewFc
445,Just watched a woman get turned away from her Breast Center appt. at a large  nonprofit magnet status regional h… https://t.co/gZDE21wrpC
446,Just wondering how stupid @realDonaldTrump has to be.  Arming every school teacher? Yes because whilst they are try… https://t.co/sACsLQR8mc
447,@baker_alex @DrDavidHabbel @ChristineParini @Helenhs @EsoClose @Ann_Slater22 @SoSofieFatale @kbeninato @schumii777… https://t.co/I1de4jn2ge
448,What a foolish man!! 45 loves to show off grand stand and boast! His CPAC ramble was pathetic #sad #UnfitForOffice
449,@James30283005 @uptheante99 @FoxNews LOL - you #MAGAts are so smart. #sad
450,@seanhannity Who cares and who still watches shows like this? Morning Joe only speaks to useful idiots who still tu… https://t.co/Tj4bHLoE0i
451,Why did they fail the CHILDREN? Why did they fail the American people? Who is they you ask? They are the ones respo… https://t.co/PMUdzP6bMa
452,@krassenstein @MarcusMarsden Watched the NRA chief’s speech last night.  Never seen a more unhinged moron made Tru… https://t.co/MAkW2CmF6D
453," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
454,@realDonaldTrump @GOP WOW...what's the next step up from a low-level coffee boy?? Couldn't @CPAC get him released f… https://t.co/acsZqctKxU
455,#SheriffIsrael has no words for his loser cops not going in to save #ParklandStudents but he had plenty of words at… https://t.co/TcOe8ZCQlR
456,@KeissyHennessey Poor jealous drug addict that is trying to ruin your reputation by saying that you’re a drug addict. #SAD
457,"Maybe its true 💔🙃. 
#DEEP #depression #quote #sad #alone #worthless https://t.co/BreGZKOTJC"
458,"@realDonaldTrump @POTUS @WhiteHouse NRA owns you therefore you will do nothing they don't allow you to do.

#sad"
459,@seanmdav @DLoesch #sad #Complicit not at all helpful....why are you lying?
460, @real_asw2: #sad that cons can't see how unAmerican it is to call for their political opponents to be locked up. That's what Putin does!…
461,Omg. Another conservative corrected with those pesky little facts again. #Sad https://t.co/fUtJ2ZSqMD
462,@AlainVelden @tommychong Politically polarized eh. You realize Chong's been fighting the man for 40 years to finall… https://t.co/jh1qgTLIr2
463,"She always has to make me feel bad about leaving the house!
.
.
.
.
#dogs #dog #pitbull #dogsofinstagram… https://t.co/JuFdKpiitk"
464,@Matt_Clifford Serves you right for coming by bus. #Sad
465,Watching a @louistheroux throwback on Orville and Keith Harris and taking a trip down memory lane...then Adam tells… https://t.co/71wUrE4ubP
466,I had to laugh when @FoxNews was bitching about the $ cost of the #ManafortandGates indictments. But it’s ok for Ma… https://t.co/sUGWIhvIuV
467,@BalconyIsClosed Finnigin Gooding subjugates erotic my parents #sad
468,This is the type of Donald Trump prose I am familiar with. It’s like shitty poetry concocted by a 1st year ESL stud… https://t.co/JfUvUb8eqE
469," @USsupremeLeader: Remember when people respected John Kelly? He threw that away for *T*R*U*M*P*.    #Sad

#JohnKellyResign #JohnKelly #r…"
470,@guillermodiazyo @tomverica Me either Huck me either #sad #iknowthatsnotyourrealname #wearenotready
471," @Peggysue21Adams: 🔥If you know you won't win by the rules guess you change or ignore them like @GovScottWalker ! 
#Sad 
#VoteGOPOut
#Bl…"
472," @LesleyRiddoch: Back at the PhD on a Friday night. #sad #determined So here's another gr8 quote fm Norway; ""We are from a different coun…"
473," @Peggysue21Adams: 🔥If you know you won't win by the rules guess you change or ignore them like @GovScottWalker ! 
#Sad 
#VoteGOPOut
#Bl…"
474,@AndyRichter Yup. What happened to #BlueLivesMatter? #sad
475,@CarrieKHutchens @deertrack148 When a person cannot debate with civility logic and facts he or she usually resorts… https://t.co/rLRLiEK1GZ
476,Feeling #huge and it’s #sad @ Bravo Farmtiques https://t.co/GzpJDJTXIb
477,@realDonaldTrump @FLOTUS @TurnbullMalcolm @WhiteHouse @thepmo @StateDept @SecNielsen @SecretaryRoss Nice… https://t.co/8HdYwKPm6e
478,@ChrisDewees @botpockrass @bobpockrass @chaseelliott @Nationwide @NASCAR Lmfaoooo it must suck to have to refer to… https://t.co/uED1DKL4QV
479,Brandon Shalbs podcat does 10 billion views a second h8rs. #SAD!
480,#live #dc #WhiteHouse my take is that this is all a smoke screen for @jaredkushner and his #securityclearance #☕️ i… https://t.co/BNl6MRMtyE
481,@realDonaldTrump I never lost my confidence or pride until you were elected.  #sad
482,Kids just don't know about Cthulhu anymore man. #sad
483,N we gun bild that well 4 new mexico n make chinamen pay 4 it. #SAD!
484,I have to stop reading and listening to his bullshit...I am seriously sick to my stomach! What in the actual fuck..… https://t.co/kyMW4TFYC6
485,You know your money problems are bad when you begin to consider finding a sugar momma 😂 #sad
486,"#gofigure 
#justlikeCNN
Exaggerated lies they call truth
#twitter is pushing for liberal mindset and democratic thi… https://t.co/ZtLnmj0uHh"
487,"“I hire the BEST people!” #Manafort #Gates
#Flynn #deplorableTrump #sad"
488,3 for 3 ... all 3 of my legislators voted to hide their work from the people of WA. I won't be voting for Sharon Ne… https://t.co/CGolXciN70
489,Not going to lie im kinda disappointed with the taste. #sad https://t.co/qYpkKoy8l8
490,How Seasonal Affective Disorder Affects #Sleep – And What You Can Do - https://t.co/DwILPmEGWW -… https://t.co/12nIgnIvrU
491,"@realDonaldTrump Um... ""you"" might not be able to have anyone better but the US has MANY smarter better people to… https://t.co/qzhpcBlypy"
492,2018 is it over yet? Let’s not let these blue mouthed children rewrite our legal system now... #NRA #NARA… https://t.co/5YBL1kRqfQ
493," @Peggysue21Adams: 🔥If you know you won't win by the rules guess you change or ignore them like @GovScottWalker ! 
#Sad 
#VoteGOPOut
#Bl…"
494,Sorry @pewdiepie but @jakepaul  is more famous than you #sad #YoutubeDrama https://t.co/BnSaRuVAba
